purchase_id,good_id,amount,was_in_recommended_goods
73467,15,1,True
73467,80,1,False
73467,58,1,False
73467,71,2,True
7228,27,1,True
12154,79,1,True
12154,49,1,True
12154,84,2,True
12154,30,1,False
12154,24,1,True
12154,39,1,False
12154,60,1,False
12154,56,1,False
12154,68,1,True
12154,65,1,True
12154,35,1,False
12154,70,1,True
12154,38,1,False
12154,25,1,True
35082,86,1,True
35082,10,1,False
35082,63,1,True
35082,64,1,False
35082,93,1,False
35082,68,1,True
40481,33,1,True
64814,31,1,False
64814,12,1,False
64814,50,1,False
64814,20,1,True
64814,61,1,False
64814,51,1,True
64814,53,1,True
64814,24,1,False
64814,15,1,False
64814,98,1,False
64814,82,1,False
64814,91,1,False
64814,4,1,False
64814,28,1,False
64814,90,1,False
64814,17,1,False
64814,63,1,False
1638,64,1,False
1638,82,2,False
1638,33,2,False
1638,41,2,True
13842,22,1,False
13842,49,1,False
13842,19,1,False
16264,84,1,False
16264,6,1,False
16264,44,1,False
16264,5,2,False
16264,67,1,True
16264,99,2,False
16264,70,2,False
16264,82,1,False
16264,85,1,False
16264,83,1,False
16264,19,1,False
16264,2,1,False
16264,31,1,False
16264,49,1,False
28914,67,1,True
45001,67,1,False
45001,42,1,False
45001,39,1,True
45001,51,1,True
45001,1,1,False
45001,50,1,False
45001,87,1,False
45001,93,2,False
45001,35,1,False
57451,54,1,False
57451,28,1,False
57451,75,1,False
57451,11,1,False
57451,95,1,True
57451,65,1,True
57451,50,1,False
57451,93,1,False
57451,42,1,False
57451,47,1,False
57451,62,1,True
72270,100,2,True
15396,55,1,False
57145,25,2,False
57145,19,1,False
66114,37,1,False
66114,46,1,True
66114,84,1,False
6238,50,1,False
6238,8,1,False
6238,77,1,False
6238,66,1,True
6238,44,1,True
6238,3,2,False
6238,32,1,False
6238,6,1,False
42020,74,1,False
42020,68,3,False
33619,41,1,True
38543,6,1,True
38543,41,1,False
38543,19,1,False
38543,50,1,False
38543,67,1,True
49533,78,2,False
49533,99,1,True
49533,38,1,False
49533,56,1,False
49533,43,1,False
49533,62,1,False
49533,49,2,False
49533,17,1,True
49533,11,1,False
49533,62,1,False
65330,66,1,False
70159,60,1,False
70159,5,1,True
70159,70,2,False
40583,48,1,False
40583,87,1,False
40583,55,1,True
40583,38,1,False
40583,11,2,False
40583,44,1,False
40583,52,1,False
40583,32,1,False
40583,33,1,False
40583,93,1,False
40583,51,1,False
46277,78,1,False
46277,1,1,False
46277,92,1,True
46277,30,1,True
46277,68,2,True
55289,14,1,True
73125,9,1,True
73125,24,2,False
73125,10,1,False
73125,59,1,False
73125,81,1,False
73125,51,1,False
73125,36,1,False
13619,65,1,False
23780,6,1,False
23780,70,2,True
23780,75,1,True
23780,13,1,False
43480,93,1,True
43480,36,1,False
43480,43,1,True
43480,62,1,False
43480,67,2,False
43480,66,2,True
43480,50,2,True
52457,53,1,True
52457,87,1,False
52457,15,2,False
54726,9,1,True
54726,27,1,True
54726,65,3,False
54726,97,1,True
54726,2,1,False
65301,76,1,False
65301,93,1,False
65301,82,1,False
65301,97,1,True
65301,6,1,False
68883,48,1,False
68883,82,2,False
68883,6,1,True
68883,37,1,True
68883,49,1,True
68883,31,1,False
1898,31,1,False
1898,32,1,False
1898,83,1,False
1898,64,1,False
1898,31,1,False
1898,9,1,True
1898,58,1,False
1898,3,1,False
1898,87,1,True
1898,27,2,False
1898,47,1,True
1898,95,1,False
1898,8,1,False
9552,47,1,False
9552,98,2,True
9552,62,1,False
29246,25,2,False
29246,64,1,True
29246,91,1,True
29246,39,1,False
29246,67,1,False
29246,5,1,False
29246,14,1,False
29246,34,1,False
29246,97,1,False
29246,62,1,False
29246,95,1,False
29246,88,1,True
29246,11,1,False
29246,38,1,False
35632,49,1,True
35632,93,1,False
35632,69,1,False
35632,54,1,False
35632,6,1,False
35632,43,2,False
35632,10,4,False
35632,24,1,False
35632,64,1,True
35632,78,1,True
35632,39,1,False
35632,37,2,True
35632,44,2,False
35632,41,1,False
35632,28,1,True
35632,52,1,False
35632,54,1,False
35632,56,1,True
35632,25,1,False
42421,50,1,True
42421,36,1,False
42421,72,1,False
42421,98,2,False
42421,29,3,False
42421,81,1,False
42421,48,1,False
42421,97,1,True
49375,48,1,False
74396,49,1,False
10177,10,1,False
10177,3,2,True
10177,100,1,True
10177,16,1,False
22428,21,1,True
22428,19,2,True
22428,78,1,False
22428,37,1,False
22428,73,1,False
22428,84,2,False
22428,24,1,False
22428,33,1,False
22428,29,2,True
23491,69,1,True
47759,50,1,False
47759,87,1,False
47759,64,1,False
47759,20,1,True
47759,67,1,True
58249,63,1,False
58249,35,1,True
58249,90,1,False
21273,84,1,False
21273,28,1,False
21273,14,1,False
21273,16,2,False
21273,19,1,False
21273,3,1,False
21273,44,1,False
21273,84,1,True
21273,46,1,True
21273,10,3,False
21273,95,1,False
21273,85,1,False
21273,22,1,False
21273,14,1,True
21273,76,1,True
59193,34,1,False
59193,48,1,True
59193,59,1,False
59193,9,1,False
66091,9,1,False
66091,28,1,False
66091,31,1,False
73037,64,1,False
73037,30,1,False
73037,5,1,True
73037,67,1,False
73037,36,2,False
28586,61,1,False
28586,78,1,False
28586,92,2,False
28586,86,1,False
36874,33,2,False
43680,54,1,False
43680,33,1,False
63368,19,1,True
63368,20,1,True
63368,55,1,False
63368,81,1,False
63368,29,1,False
63368,62,1,True
63368,61,1,False
63368,91,1,True
63368,11,2,False
9312,93,1,False
9312,97,3,False
9312,100,1,False
9312,19,1,False
9312,69,2,False
9312,50,1,True
9312,49,1,False
26548,10,1,False
26548,62,1,False
26548,59,1,True
26548,71,1,True
44017,28,1,False
44017,25,1,False
44017,95,1,False
44017,87,1,False
44017,44,1,False
44017,27,1,False
44017,11,1,True
44017,68,1,False
44017,82,1,False
44017,78,2,False
44017,54,1,False
44017,9,1,True
44017,56,1,False
44017,41,1,False
44017,86,1,False
52898,94,1,True
52898,26,1,True
52898,91,1,False
52898,64,1,True
52898,99,1,False
52898,22,1,False
66200,100,1,False
72050,79,2,False
72050,33,1,False
72050,51,1,False
72050,81,1,False
72050,19,1,False
72050,61,1,False
23735,88,1,False
23735,52,1,False
40399,73,1,False
40399,86,1,False
40399,13,1,False
66095,37,1,True
66095,97,1,False
66095,86,1,False
66095,51,1,False
66095,50,1,False
66095,75,2,True
72576,36,1,False
72576,17,1,True
72576,80,3,False
72576,41,1,False
72576,86,1,False
72576,72,1,False
72576,15,1,False
72576,75,1,False
72576,42,1,False
72576,47,1,True
72576,21,1,True
6726,85,1,True
6726,89,1,False
6726,30,1,False
6726,97,1,False
50217,80,1,False
50217,98,1,False
50217,28,1,False
50217,50,2,False
50217,13,1,True
50217,67,1,False
55705,83,1,True
55705,85,2,True
4603,100,1,True
7781,15,1,False
7781,93,2,False
7781,28,2,True
7781,12,1,False
7781,42,1,True
7781,67,1,False
7781,52,1,True
7781,81,1,False
7781,95,2,False
7781,30,1,False
7781,61,1,False
27170,13,1,True
27170,78,2,False
27170,19,1,True
27170,100,1,False
27170,6,1,True
32835,17,1,True
32835,97,1,True
32835,87,1,False
32835,16,1,False
32835,91,1,True
32835,8,1,False
32835,35,1,False
32835,52,1,True
32835,54,1,True
32835,1,1,False
47987,56,1,False
47987,4,1,False
72226,98,1,True
72226,84,1,False
72226,47,1,True
72226,17,1,False
72226,52,1,False
72226,50,4,False
72226,71,1,True
6577,49,1,True
6577,85,1,False
6577,33,1,False
6577,42,1,False
6577,69,1,True
6577,51,1,True
11969,4,1,False
11969,55,1,False
11969,66,2,True
11969,81,1,False
11969,56,1,False
11969,36,1,False
22839,99,3,False
34161,81,1,True
34161,68,1,False
34161,42,1,False
34161,47,1,True
34161,95,2,False
34161,16,2,False
34161,53,1,False
34161,41,1,False
34161,94,1,False
34161,36,1,False
34161,39,1,False
48005,7,1,False
48005,92,2,False
48005,19,1,False
48005,23,1,False
48005,36,1,False
48005,9,1,False
48005,35,1,True
60807,71,2,True
60807,56,1,False
60807,9,1,False
60807,91,1,True
60807,97,1,False
60807,81,1,False
60807,22,1,True
2240,41,3,False
10860,67,1,False
10860,97,1,False
10860,82,1,False
10860,61,1,True
16284,19,1,True
44038,54,1,False
44038,62,1,False
49377,71,1,False
49377,91,1,True
49377,73,1,False
55065,83,1,False
55065,16,1,True
55065,77,1,False
55065,13,1,True
55065,97,1,False
61545,36,2,False
61545,71,1,False
61545,92,1,True
61545,59,1,False
61545,33,1,False
61545,67,1,False
61545,61,1,False
61545,51,1,False
61545,53,1,False
61545,100,2,False
31536,4,1,False
46912,90,1,False
46912,40,1,False
46912,87,1,False
46912,22,1,False
46912,9,1,False
46912,99,1,False
55795,76,1,False
55795,98,1,False
55795,19,1,True
10447,11,1,False
19720,69,1,False
25169,20,1,True
34342,59,1,True
34342,7,1,False
34342,19,1,False
34342,37,1,True
34342,9,1,False
60272,14,1,True
60272,16,1,True
60272,76,1,True
60272,52,1,False
60272,27,1,False
60272,55,1,False
60272,69,1,False
60272,62,1,False
60272,14,1,True
60272,60,2,True
73205,67,2,False
73205,91,1,False
73205,59,1,False
73205,93,2,False
73205,82,1,False
73205,63,1,False
73205,69,1,False
73205,13,1,False
73205,97,1,False
17831,14,1,False
24585,97,1,False
37156,38,1,False
37156,61,1,False
37156,39,1,False
37156,87,1,True
37156,75,3,True
37156,64,2,True
37156,83,1,False
37156,66,1,False
37156,32,3,True
37156,8,1,True
37156,4,1,False
37156,13,1,False
37156,94,1,False
37156,66,1,False
37156,46,1,False
37156,21,1,False
37156,73,3,True
37156,20,2,False
37156,96,1,True
58617,42,1,True
58617,30,1,False
58617,82,1,False
58617,89,1,False
58617,97,3,False
58617,62,1,True
58617,73,1,False
58617,48,1,True
58617,92,3,False
58617,37,1,False
21262,9,1,False
21262,68,1,False
21262,6,1,True
21262,51,1,False
21262,7,1,True
21262,95,1,False
21262,54,2,False
25999,52,1,False
25999,43,1,True
25999,57,1,False
25999,46,1,True
25999,47,1,False
25999,76,1,True
31173,30,2,False
31173,67,1,False
31173,38,1,False
31173,42,1,False
47891,44,1,True
47891,66,1,False
47891,9,1,False
47891,71,1,True
47891,53,1,False
64688,81,1,False
68891,53,1,False
68891,23,1,False
68891,90,1,False
4058,28,1,True
4058,79,3,True
4058,84,2,False
4058,12,1,False
4058,99,1,True
4058,21,1,True
4058,94,3,True
4058,19,1,True
4058,57,3,False
21911,79,1,True
21911,93,1,False
21911,50,1,True
21911,64,1,False
22774,28,1,False
22774,39,1,False
22774,37,2,False
22774,93,1,False
22774,61,1,False
22774,75,1,True
22774,4,1,False
58920,36,1,False
58920,21,1,True
58920,75,1,True
58920,76,1,False
58920,84,1,False
58920,17,1,False
58920,57,1,False
60186,47,1,True
60186,70,1,False
73802,99,1,False
73802,49,1,False
73802,19,1,False
73802,67,1,False
73802,17,1,False
73802,51,1,False
73802,29,2,False
8024,68,1,False
8024,25,1,False
8024,67,1,True
8024,55,1,False
8024,52,2,False
8024,30,1,True
21805,25,1,True
21805,6,2,True
21805,64,1,False
21805,52,1,False
21805,67,1,False
21805,51,3,False
21805,27,4,False
21805,57,1,False
21805,92,1,False
21805,94,1,True
45384,56,1,False
45384,88,1,False
45384,17,2,True
45384,5,1,False
69419,78,2,False
69419,99,1,False
69419,3,1,False
69419,27,1,False
69419,23,2,False
69419,11,1,False
69419,90,1,True
69419,34,1,False
69419,56,2,False
69419,14,1,True
69419,58,2,False
24319,14,1,True
24319,43,1,False
24319,68,1,True
24319,76,1,False
24319,3,2,True
24319,13,1,False
24319,20,1,False
24319,56,1,False
35243,54,1,False
35243,66,3,False
35243,42,1,False
35243,25,1,False
35243,83,2,False
60465,11,1,False
60465,55,1,True
60465,26,1,True
60465,60,2,False
60465,27,2,False
4129,50,2,False
4129,70,1,False
4129,15,1,False
4129,56,1,True
4129,4,1,False
4129,93,3,False
22268,6,1,True
29794,34,1,True
29794,62,1,False
29794,51,2,False
29794,14,1,False
29794,11,1,False
35219,56,1,False
35219,63,1,True
38933,15,1,False
73206,73,3,False
73206,82,4,False
73206,81,1,True
73206,54,1,True
14390,73,1,False
22204,49,2,False
22204,14,1,True
22204,69,2,False
22204,22,1,True
22204,4,1,False
22204,27,1,False
22204,90,1,False
37615,66,1,False
37615,27,2,False
37615,30,1,True
37615,87,1,False
37615,37,1,False
37615,72,1,False
48254,82,1,True
64829,24,1,True
15046,73,1,True
21974,42,1,True
21974,61,1,True
21974,60,1,False
21974,17,1,True
21974,51,1,True
21974,70,1,False
21974,66,1,False
21974,23,2,False
21974,31,1,False
54994,75,1,False
3005,27,1,True
3005,61,1,True
14703,56,1,True
14703,14,1,False
14703,66,1,False
14703,61,2,False
14703,49,1,False
14703,30,1,False
14703,38,1,True
14703,91,2,False
14703,44,1,True
14703,31,1,True
14703,53,1,False
30125,70,1,False
30125,48,1,False
30125,83,2,False
30125,17,1,True
30125,28,1,False
30125,13,1,False
43645,42,2,True
43645,37,1,False
43645,53,1,False
43645,24,1,True
43645,8,1,True
47872,11,1,False
47872,38,2,False
47872,48,1,False
47872,73,1,False
47872,94,1,True
54244,26,1,False
54244,24,1,False
54244,73,2,False
54244,86,1,False
54244,9,1,False
54244,8,1,False
54244,35,1,True
54244,93,1,False
54244,33,1,False
54244,27,1,False
54244,19,1,False
61436,93,2,False
61436,4,2,True
61436,84,1,False
61436,13,2,False
61436,70,2,True
71083,86,1,False
16075,4,1,False
16075,95,2,True
16075,61,1,True
16075,62,1,False
16075,60,1,True
16075,46,1,True
16075,69,1,True
16075,50,1,True
16075,48,1,True
16075,31,1,False
16075,53,1,True
16075,21,1,False
27310,21,1,False
27310,28,2,False
27310,47,1,True
27310,86,1,True
35595,67,1,False
35595,37,1,True
35595,24,1,True
43365,76,1,True
43365,6,1,False
43365,38,1,False
17556,17,1,False
23873,44,1,False
23873,73,1,False
35933,25,1,False
35933,62,1,False
35933,27,1,False
35933,36,3,False
46596,68,1,False
46596,79,1,True
46596,4,1,False
46596,94,1,False
56294,6,1,False
73460,24,1,False
19049,30,1,True
3805,49,1,False
27375,95,1,False
30249,49,1,False
61276,75,1,False
69434,27,1,True
69434,94,1,True
18580,10,1,False
18580,13,1,False
18580,39,1,True
18580,37,1,False
18580,55,1,False
18580,71,1,False
18580,24,1,False
18580,42,1,False
18580,7,1,False
18580,1,1,True
18580,44,1,False
18580,63,1,True
18580,31,1,False
18580,96,1,False
18580,26,1,True
18580,99,1,True
18580,28,2,False
18580,68,1,False
18580,47,3,False
18580,75,1,True
18580,61,1,True
18580,73,1,False
36739,72,1,False
36739,73,2,False
36739,55,1,True
36739,30,1,False
36739,92,1,True
40088,25,1,True
74003,97,1,False
74003,53,1,True
74003,19,1,False
74003,39,1,True
74003,30,1,False
74003,50,2,False
74003,94,1,True
74003,98,1,False
74003,72,1,True
74003,31,2,False
4376,68,2,False
4376,44,1,False
4376,20,2,False
4376,92,1,False
4376,8,2,True
4376,68,1,False
4376,95,3,False
4376,60,1,False
4376,100,1,True
4376,59,1,False
14278,30,1,False
22568,64,2,False
22568,5,1,False
22568,14,1,False
22568,69,1,True
22568,44,1,False
45221,48,1,False
64452,56,1,True
64452,87,1,False
64452,64,2,False
64452,93,1,False
64452,4,1,False
64452,57,1,False
64452,74,1,False
64452,84,1,True
64452,33,1,False
64452,6,1,False
64452,75,1,True
64452,91,1,True
64452,90,2,False
64452,53,2,False
69111,9,1,True
5016,68,2,False
5016,1,1,False
5016,4,1,False
5016,82,1,False
5016,11,2,False
5016,36,3,True
5016,50,1,False
19537,58,1,True
1864,1,1,True
1864,64,1,False
26301,34,1,False
26301,14,1,False
26301,68,1,False
26301,10,1,False
26301,60,1,False
26301,15,1,True
26301,43,1,False
26301,55,1,True
38269,90,2,False
38269,20,1,False
66927,56,2,False
66927,75,1,False
66927,69,1,True
66927,11,1,False
66927,7,1,False
66927,78,1,False
66927,66,1,False
66927,77,1,True
27027,2,1,False
30397,17,1,False
30397,19,2,False
30397,43,1,False
30397,98,1,False
44424,44,1,True
44424,68,1,False
50755,44,1,False
50755,100,1,True
50755,99,1,True
50755,65,1,False
50755,83,1,True
50755,91,1,False
54923,6,1,False
54923,44,1,False
5433,86,1,False
18205,91,1,True
42260,3,2,False
42260,2,2,False
42260,30,1,False
42260,69,1,False
48368,33,2,True
63992,20,1,False
63992,27,2,False
63992,94,1,False
63992,84,1,False
71517,95,2,False
71517,25,1,False
71517,35,1,False
71517,50,1,True
71517,54,1,True
71517,22,1,False
71517,72,1,False
71517,91,1,True
8833,16,3,False
8833,63,1,False
8833,47,1,False
8833,70,2,True
8833,11,1,False
8833,86,1,False
17670,98,1,True
23182,73,2,True
23182,54,2,False
23182,4,1,True
23182,69,1,True
23182,71,1,False
23182,78,1,True
23182,66,2,False
23182,39,1,False
23182,35,1,False
40540,23,1,False
40540,9,1,True
40540,73,1,True
60031,15,1,False
60031,36,1,False
60031,99,1,False
60031,78,1,False
60031,16,1,False
68579,2,1,False
68579,7,2,False
68579,38,1,False
68579,55,1,False
68579,25,1,True
68579,91,2,False
10616,70,1,True
10616,27,1,False
10616,68,1,False
10616,72,2,True
10616,95,1,True
10616,49,1,False
10616,71,1,True
10616,58,1,False
10616,95,1,False
10616,7,1,False
10616,19,1,False
10616,38,1,True
10616,93,2,True
18278,25,1,True
18278,42,1,False
18278,71,1,False
18278,64,1,True
18278,28,1,False
32079,44,1,False
32079,97,2,True
32079,27,1,False
32079,6,1,False
32079,62,1,False
32079,79,1,True
51653,1,1,False
51653,59,1,True
51653,91,1,True
51653,44,1,False
51653,32,3,False
51653,73,2,False
51653,97,1,False
51653,67,1,True
51653,25,1,False
51653,19,1,False
51653,75,1,False
51653,57,1,False
59080,21,1,False
59080,98,1,False
59080,55,1,True
59080,93,1,False
59080,17,1,True
59080,31,1,False
59080,90,1,False
59080,71,1,False
64934,98,1,False
64934,100,1,False
64934,20,1,False
64934,7,1,False
64934,93,1,False
64934,63,1,True
64934,28,1,False
64934,11,1,False
64934,56,1,False
6866,66,1,False
6866,1,1,False
14615,4,1,True
14615,65,1,False
14615,18,1,True
14615,54,1,False
18496,37,1,False
18496,50,1,False
18496,92,1,True
18496,68,1,False
18496,70,1,True
18496,78,2,True
18496,91,1,False
18496,68,1,False
24918,82,2,False
24918,72,1,False
24918,62,1,True
24918,68,1,False
24918,44,1,False
24918,54,1,False
39410,84,1,True
69363,10,1,False
69363,53,1,False
69363,27,1,False
69363,62,1,False
69363,66,1,False
69363,11,1,True
16454,54,1,False
16454,28,1,False
16454,59,1,False
16454,37,1,False
26556,17,2,False
26556,88,1,False
26556,80,1,True
26556,50,1,True
26556,24,2,False
26556,38,2,False
26556,89,1,False
54942,63,1,False
54942,3,2,False
54942,12,1,False
54942,98,2,True
54942,71,1,False
61703,1,2,True
10569,66,1,False
10569,70,1,False
10569,47,1,False
10569,83,1,False
10569,92,2,False
10569,33,1,True
10569,56,1,False
10569,74,1,False
10569,35,2,False
10569,4,1,True
15671,53,1,False
15671,91,1,False
15671,14,1,True
15671,37,1,False
27068,95,2,False
32012,73,1,False
32012,95,1,True
32012,90,1,False
32012,34,1,True
32012,50,1,False
43720,73,1,False
43720,86,1,False
43720,17,2,True
43720,50,1,False
43720,54,2,False
43720,78,1,False
43720,13,1,False
43720,16,1,False
43720,24,1,True
43720,11,1,False
52665,38,1,True
74157,95,1,False
74157,69,1,False
11348,99,1,False
11348,75,1,False
11348,58,1,False
11348,20,1,False
18340,60,2,False
18340,72,1,True
18340,28,2,True
18340,100,2,True
18340,47,2,True
18340,44,1,False
18340,27,1,False
18340,90,1,False
37712,50,1,False
37712,91,1,True
57970,12,1,False
57970,25,1,False
